id	filename	md5	size	state
02f28747-1fa5-4b3c-b4c6-e2e6d1817537	02f28747-1fa5-4b3c-b4c6-e2e6d1817537/65ec87f8-ca6b-4b47-9700-ef1b67589dec.FPKM.txt.gz	dc42b4e93c40299e55935310a34308c4	491578	validated
037c5ea2-3c44-4eb2-a28b-53c8717f28a4	037c5ea2-3c44-4eb2-a28b-53c8717f28a4/a9560d7c-294e-4dfd-aa10-4ab456d8b124.FPKM.txt.gz	8c3aae2ef6329488f29cecfe545a8778	500177	validated
04539895-acde-4ce6-b99e-34f74114216f	04539895-acde-4ce6-b99e-34f74114216f/11d08d8f-beea-4b57-a9cd-2f957a391360.FPKM.txt.gz	51e9f331b5305d1e5e9a5a830b551717	512586	validated
0514d140-b02b-49d8-8ede-0ec4c8af4c6e	0514d140-b02b-49d8-8ede-0ec4c8af4c6e/2f6070c7-99d0-49bb-83ca-33c032650cde.FPKM.txt.gz	4efe808cf161b53acb63915e51d53e65	501242	validated
05599339-5e87-48d2-9aef-464af5044b21	05599339-5e87-48d2-9aef-464af5044b21/99b6e196-2624-48bd-8922-d7c3af7e0d36.FPKM.txt.gz	d646fa3f59333932396e24a45fb922b7	499509	validated
06b340e4-3022-45fe-9253-07ff4a25db7a	06b340e4-3022-45fe-9253-07ff4a25db7a/2b5f6764-5a5b-47dc-b0f8-7a548bab2e26.FPKM.txt.gz	80296ec9732c565e721fa517b2e39729	496743	validated
0b24f196-a9a0-4f3d-ae1c-769c4b017b0e	0b24f196-a9a0-4f3d-ae1c-769c4b017b0e/42e6517c-02ff-491b-8315-9ef163e6cfdc.FPKM.txt.gz	b1cda435768b4e31ba7ca52104c572d3	475903	validated
0bc36e6e-f2b3-4a8e-a7b7-e4bf2e00489d	0bc36e6e-f2b3-4a8e-a7b7-e4bf2e00489d/ef4fdb47-ab17-4055-b8a5-ec3c2a4b7041.FPKM.txt.gz	341711e5dbb451d5faa0316e31b9c129	517197	validated
0de366cd-8421-4de9-bc4a-00e0de8cbb04	0de366cd-8421-4de9-bc4a-00e0de8cbb04/058cd2dd-6bea-4188-8bb2-3314723c0762.FPKM.txt.gz	f1c8d9f086b8553eb6e7bb7af2ac2435	493796	validated
105c629e-61fb-4103-b92d-e80c893c092a	105c629e-61fb-4103-b92d-e80c893c092a/c3f9ba64-6946-45d4-984d-b33ef2589603.FPKM.txt.gz	f030fb9584ea4a7d29ca29a675e60f90	513853	validated
10806991-4ce9-42fc-8c43-cac7ea5309ac	10806991-4ce9-42fc-8c43-cac7ea5309ac/54597194-db70-4e06-846a-1650b7562c51.FPKM.txt.gz	22f10f11d59fcd13bc998bda16951294	487319	validated
11b4acb9-b916-4240-a80c-bd196bdd8270	11b4acb9-b916-4240-a80c-bd196bdd8270/b3766385-e86d-45fc-8baa-61162749feff.FPKM.txt.gz	4ff9479e81e66ddd8d65a9cac80e6de9	507547	validated
135713ef-ba60-41b1-90f3-96cfe5a533e1	135713ef-ba60-41b1-90f3-96cfe5a533e1/6525a459-76eb-4c64-b061-f674797f9b81.FPKM.txt.gz	31d6b81348df7aabdfc9ea18007fcbc6	487577	validated
1622b744-ec85-42cd-a248-c129dbdd1e23	1622b744-ec85-42cd-a248-c129dbdd1e23/8fae8dd5-65e9-43ac-9b0a-080a77c71d55.FPKM.txt.gz	783cadffa05bb1e1be96331063151637	503014	validated
171f45b1-cf49-4fe2-83c6-e6cc4f7006eb	171f45b1-cf49-4fe2-83c6-e6cc4f7006eb/c2357737-ad60-4603-9ce3-4b30cc45d30b.FPKM.txt.gz	e31f011632e2025fe49c8d7faa11d321	517952	validated
173b5374-10f5-4ad4-9614-715d69e8250e	173b5374-10f5-4ad4-9614-715d69e8250e/f590941d-19dc-427a-95b6-942c97ea8333.FPKM.txt.gz	785b12afeaa623df8431f25b8c69ce32	488415	validated
1c3f0b88-3b96-489c-bb65-1372d38b0e28	1c3f0b88-3b96-489c-bb65-1372d38b0e28/07d449a4-27ec-4f3f-a922-25fb777d37a7.FPKM.txt.gz	e489f787ac6517d336e9d078fb259c7f	533721	validated
1d83dd13-42ee-44f5-807f-186db5757ac1	1d83dd13-42ee-44f5-807f-186db5757ac1/966ad64a-5a6d-4219-ac8e-adbfb9a79cad.FPKM.txt.gz	cd7e73c383c0f1303f84d115b053ebae	513026	validated
21723f9a-4305-4b15-b752-0c263bf1f7f5	21723f9a-4305-4b15-b752-0c263bf1f7f5/7f9a629b-12ed-48cc-8d5c-1c2f5db9cf1f.FPKM.txt.gz	dd79a535a478d8eb290bf32737cb2741	595265	validated
231dc5cd-33b0-47f8-9d23-3a3595936ed0	231dc5cd-33b0-47f8-9d23-3a3595936ed0/11ec9603-9f69-4cc6-9c24-4b1d375c59c2.FPKM.txt.gz	32f8fbcbf6f508d281bd794b4fa174f7	469413	validated
2585d03c-13d8-43fb-8418-8e02e04019fd	2585d03c-13d8-43fb-8418-8e02e04019fd/1cbb39ca-efbf-4080-bd32-1b76006394a8.FPKM.txt.gz	e09d9f0147c01e886463ead1a6924eb0	491046	validated
26136dcd-9007-4a74-b362-21f0c37da898	26136dcd-9007-4a74-b362-21f0c37da898/81903241-4091-45eb-baf1-90b10b727208.FPKM.txt.gz	1c5a3b1c42bb4f74e31cba3f336775f0	488385	validated
298971c6-a8f6-47d9-8a17-81816fc476ac	298971c6-a8f6-47d9-8a17-81816fc476ac/9df0a5b7-5bf9-4795-9910-bbf7cccf6fda.FPKM.txt.gz	1caa152d55dc6f2641b748a34f3915e7	496976	validated
299e57ea-f62b-406c-9cb6-14bbeb91e96f	299e57ea-f62b-406c-9cb6-14bbeb91e96f/40bc5339-8a6d-40dd-a5f8-d5eaebb91909.FPKM.txt.gz	cb7e7c18479173337beab61040d2213f	490387	validated
2cabc42b-4586-424f-9383-7a7d201988a5	2cabc42b-4586-424f-9383-7a7d201988a5/7bb97da8-8db8-4f9b-a9ff-54b644019412.FPKM.txt.gz	70340df4c5a51dad071d62365cc5fecf	500719	validated
2cc98403-caf4-472f-bafe-b08b574eeeee	2cc98403-caf4-472f-bafe-b08b574eeeee/547c5238-9d5e-4391-ab5f-b62f576af519.FPKM.txt.gz	335b4ae908b043b834a3d74a66546eef	546956	validated
2d2d6537-f78d-45c2-95d9-f770dd4bf3d7	2d2d6537-f78d-45c2-95d9-f770dd4bf3d7/791be1d7-104d-452d-9d2c-25276bc5f31a.FPKM.txt.gz	534ef8f7a573337bfd162b3163079fae	489975	validated
2e1131e9-62a3-4133-9089-93d1a5f722c6	2e1131e9-62a3-4133-9089-93d1a5f722c6/a77fad02-ff7d-4f73-8a19-caa329589dea.FPKM.txt.gz	eb0ee26e83aa3d7f8ac5113af311d638	458585	validated
32aa0b5c-025c-44fb-8a87-953ad377027c	32aa0b5c-025c-44fb-8a87-953ad377027c/18ded814-596a-46ed-8f58-ba4141e5abb6.FPKM.txt.gz	6a30fbfd0139a61a5f8c792d2ba940cf	515425	validated
36dd4ec1-b61f-4f76-b0c8-3af5af93f804	36dd4ec1-b61f-4f76-b0c8-3af5af93f804/7e5fbe6a-4463-424b-b024-b207d4a89962.FPKM.txt.gz	af8a6445e757d0f282161e65af7990c9	516390	validated
3775096d-c488-45b5-a1d4-7db3e9fb003e	3775096d-c488-45b5-a1d4-7db3e9fb003e/de808f1a-676c-4bda-afcb-bf61577324f7.FPKM.txt.gz	ce76c782edad0a563ff3e76a802ccf0a	515966	validated
3a3f07af-9d7a-42f4-b751-84523037131d	3a3f07af-9d7a-42f4-b751-84523037131d/21981535-9a4b-44ca-a3c0-3f52f4c0d29b.FPKM.txt.gz	7e5e0f938cdeea689cbc6fdb41e2bb9c	507580	validated
3b366acc-dfc8-4ac5-a9ba-3bb5fc0c5475	3b366acc-dfc8-4ac5-a9ba-3bb5fc0c5475/d0fbe329-d4d8-4082-99a8-da1a1283963d.FPKM.txt.gz	92ad32d349263a10a0f4217f13d6209b	507566	validated
3e0b9123-7986-476a-8b1b-e53f69b62c55	3e0b9123-7986-476a-8b1b-e53f69b62c55/59e2ab4e-9529-490d-b12c-9b7f24c8166c.FPKM.txt.gz	fb09b3acd246b1a91ccb681146663b6a	558856	validated
3f27e2cf-6b3d-4e8c-a012-213a6e6668ff	3f27e2cf-6b3d-4e8c-a012-213a6e6668ff/751f84dc-7c2d-417a-bc1f-6d5771f6f09f.FPKM.txt.gz	259755686c5122eb302ec85368fadfd3	499945	validated
41964b1e-a7f7-461c-a68b-f9ed2786f80c	41964b1e-a7f7-461c-a68b-f9ed2786f80c/d5dca54e-d7e9-4328-b2ca-1d191a2b8b4c.FPKM.txt.gz	5deabdd6ed41e783c175a22e6182a7f5	465800	validated
41fe6678-261c-4c09-843a-0d4b307fab8e	41fe6678-261c-4c09-843a-0d4b307fab8e/3c6178fe-0add-4c72-96b2-a3aeda20f36d.FPKM.txt.gz	d70edf3a113f4930615634602810442c	487357	validated
42f16721-019f-4cfe-a7ed-40ce5c0fdc45	42f16721-019f-4cfe-a7ed-40ce5c0fdc45/73ce143e-44f1-49c6-963f-45246d8551de.FPKM.txt.gz	0f3227d65ac9d46078d818be6d002943	483835	validated
45a2c27a-af73-4203-aa89-c790b99aff4d	45a2c27a-af73-4203-aa89-c790b99aff4d/ba11a188-132a-4a25-b2b7-f958694976e8.FPKM.txt.gz	3aab5135ac7727f64abab2aa458569bb	501219	validated
4627c822-17d8-4bea-83a8-cbcff47ed136	4627c822-17d8-4bea-83a8-cbcff47ed136/146b8525-8ea4-4976-aac3-080e14a80fc0.FPKM.txt.gz	a777b6883d7b0bcde90b05f37fa23e46	508256	validated
4843dfb6-3e67-451e-897e-d4fbcfafd52c	4843dfb6-3e67-451e-897e-d4fbcfafd52c/c6972d82-17ef-4d72-8827-a5305d55f784.FPKM.txt.gz	2b220421d830d24a6bf0df0fa35974e4	515446	validated
48c89ece-42f8-4455-9dd3-4c55f0a9021f	48c89ece-42f8-4455-9dd3-4c55f0a9021f/020aa019-a3a4-4055-92ee-be824a597501.FPKM.txt.gz	f2d02d88eb71f4cc0c05aec05eaf7f9b	503877	validated
4d744a1f-e857-45c6-b607-ecfd6e33d5b5	4d744a1f-e857-45c6-b607-ecfd6e33d5b5/ec78640c-f4de-4d18-bf7c-9e5391feb915.FPKM.txt.gz	a4a10ae5d08008ae02f55cc7628e6a78	517794	validated
50751f18-7c33-4f1e-bd16-3af29a67dce9	50751f18-7c33-4f1e-bd16-3af29a67dce9/09dba56f-3033-41b6-9235-7c78f88e14ed.FPKM.txt.gz	330bc2a5fb5b14e556e3a7401d7bf46d	492223	validated
