id	filename	md5	size	state
52028c4d-759f-4aab-81de-d8ba0d42dd8f	52028c4d-759f-4aab-81de-d8ba0d42dd8f/b49d2b1e-310f-4278-a7c2-5ea95c2c7c43.FPKM.txt.gz	596117e2660ebcd33048d9ac75968dc6	468743	validated
5483a22f-4cdf-4ba2-b53b-c7563a97a423	5483a22f-4cdf-4ba2-b53b-c7563a97a423/11586a7f-5148-4b6b-b431-686b907f8df9.FPKM.txt.gz	edf75f4de29037c4dc42e90b6328ca66	510279	validated
5eab7557-0125-414b-8cc3-ef9875a22c5d	5eab7557-0125-414b-8cc3-ef9875a22c5d/8bc10161-4cca-46c5-985e-e07349484ec2.FPKM.txt.gz	88fda84ed5c09beafe0294ab545660d6	500498	validated
5fc731fa-f519-466e-bc22-4bd4fe72b219	5fc731fa-f519-466e-bc22-4bd4fe72b219/31ce5f7c-5f1d-4e54-9343-5e9b57f5ed10.FPKM.txt.gz	9a6619c3d95f12fe6eb1fc46e21e056f	517745	validated
62054e7d-db4e-417b-b8cc-c80b0340cb3b	62054e7d-db4e-417b-b8cc-c80b0340cb3b/e53e1a83-1979-4e12-bbb7-79b37d0cfe03.FPKM.txt.gz	411311bfcc40cbeb3bb298d483bf3f8c	500856	validated
6240d15a-5a66-4a5a-80b6-a16425513434	6240d15a-5a66-4a5a-80b6-a16425513434/7800bdb2-aa8b-43e0-8e45-1b968872b34e.FPKM.txt.gz	b1b00acef7e5a09898a2f26a201fb397	506038	validated
63a9c62e-9c98-4d07-a24f-61d0ab385c0e	63a9c62e-9c98-4d07-a24f-61d0ab385c0e/2a2b0e0f-d54a-4902-8778-500364fcc0c5.FPKM.txt.gz	e7c80e810410c014b57dd24c5d7fd2f6	521750	validated
64b92bdb-87f1-4862-9a08-9b0eff8b79df	64b92bdb-87f1-4862-9a08-9b0eff8b79df/3eb03db7-efc1-4f20-bbc9-61551905eb9b.FPKM.txt.gz	9d2b32c8c6ceb63661870fb46434927c	501215	validated
69514b2e-1e9e-4880-91c9-0cdf0e906783	69514b2e-1e9e-4880-91c9-0cdf0e906783/b1868d9d-ef06-4353-883b-230dae23f8b6.FPKM.txt.gz	fc6b8e0f92c4edd83f5fff528716b1a6	499894	validated
6e372a16-5eeb-4a1d-8cd4-1f541f2bdbe0	6e372a16-5eeb-4a1d-8cd4-1f541f2bdbe0/f346f2d2-285c-455c-ba34-ea8eec3fa881.FPKM.txt.gz	7eb735389432f6055b317bfdc7181681	495021	validated
6f7341a8-1528-47c1-b45c-7708868aec3a	6f7341a8-1528-47c1-b45c-7708868aec3a/a3f88a5d-7169-465b-bb80-e5999590681c.FPKM.txt.gz	195a737e3cc91df36366603c07fd37a3	544401	validated
747e139d-d6c6-4177-90bf-36169d203465	747e139d-d6c6-4177-90bf-36169d203465/d2ef2751-f956-4490-88b0-6f619774ef5e.FPKM.txt.gz	4cacab40c1ab736f5a819d42aed10d89	467394	validated
77c1790b-ad64-435e-9f4a-fe739b11300e	77c1790b-ad64-435e-9f4a-fe739b11300e/708a16a3-7a5e-4e27-b06b-4c3c308b11fe.FPKM.txt.gz	0483ba4d548ce06e426df2b5343ce8ba	478978	validated
7990d43f-2544-4c76-aada-274ca2cb3b63	7990d43f-2544-4c76-aada-274ca2cb3b63/079e4d43-d129-4ad1-b5b6-7a798f440792.FPKM.txt.gz	78ec037d47d24486a882b705be18fd09	517345	validated
7ab76408-1e57-409f-9dae-3fa4fd855b44	7ab76408-1e57-409f-9dae-3fa4fd855b44/4e7c6811-88e4-4bb7-a88f-7491dfa6d072.FPKM.txt.gz	5f307430874e48ac32195eccca0ad595	491805	validated
7d0ad42c-e389-4b30-9dd7-d4c008eb501c	7d0ad42c-e389-4b30-9dd7-d4c008eb501c/27cc2167-5838-41d3-9d57-4c6a13f7ebf7.FPKM.txt.gz	30ced67b99879dbace2da98bd0a81da0	472042	validated
7d2d34c1-26a8-4a6e-816a-e68a78a36457	7d2d34c1-26a8-4a6e-816a-e68a78a36457/e158f016-7605-45b7-8e4f-bbe313fc461c.FPKM.txt.gz	3598d724b3ff272725f7a249528e9f1e	509074	validated
7eb1ad7f-1643-46d4-af34-d5c1c337d1ca	7eb1ad7f-1643-46d4-af34-d5c1c337d1ca/61d0e01a-3e40-4929-80c8-36f797c6771f.FPKM.txt.gz	1e1865ade7bb206ac1e83ce782917c2b	492431	validated
7f1c218d-de13-4ce9-865e-1fe1628c1683	7f1c218d-de13-4ce9-865e-1fe1628c1683/3963e642-4d9f-47a1-bf0e-83462bcb7b13.FPKM.txt.gz	0b19eed7a792bfe6d82ab03e9430216d	496082	validated
7fb30917-fbcf-45cf-bebb-21bb1a651539	7fb30917-fbcf-45cf-bebb-21bb1a651539/649b19e1-96e2-4b55-951d-3b6ee9f4b91f.FPKM.txt.gz	a4fa7025d348c8e6be66378bcc11bb54	487700	validated
846f759a-24bc-4df8-a2d8-0cc7d2805157	846f759a-24bc-4df8-a2d8-0cc7d2805157/1b563146-6ead-41ba-9117-c9b1c5d4127f.FPKM.txt.gz	b71bb242fcb89b8aba30596f335d96ec	505485	validated
854e439e-7c9f-45cc-a2ca-0b682b7dbd5f	854e439e-7c9f-45cc-a2ca-0b682b7dbd5f/51e55e7a-5fef-4451-af1b-49ed4ced9ac7.FPKM.txt.gz	897dc230d61439fa3e18fb973cb65aac	486751	validated
8577e471-b3a8-41f4-9b5f-9fb7c6116eb7	8577e471-b3a8-41f4-9b5f-9fb7c6116eb7/587e44e4-87ba-4981-a520-d20612486f53.FPKM.txt.gz	55c373e6ccc4d4c5ee655b26decb9fb1	533738	validated
879d4efd-b6a5-4546-bcd6-99a802afef64	879d4efd-b6a5-4546-bcd6-99a802afef64/a86552ef-96e7-4cb8-9c94-157f57fc6694.FPKM.txt.gz	f11936755bd456ccf8dda694d71a1520	489683	validated
87bbe3c7-b7df-4524-ac27-b24538384246	87bbe3c7-b7df-4524-ac27-b24538384246/c6e85461-d986-46c3-b6b8-ab56d97320a3.FPKM.txt.gz	95e2ca395022b062a7cb84edca39f103	485760	validated
8973a503-dab5-4956-b07c-f46e8643f234	8973a503-dab5-4956-b07c-f46e8643f234/fd40f0e5-0825-409b-8a4c-86da09f0a84c.FPKM.txt.gz	ade2648bca5c0556541823cda51597eb	479815	validated
89c9c660-d5ce-49b0-8ffe-198662906515	89c9c660-d5ce-49b0-8ffe-198662906515/6e2db920-dc3e-4a74-8cdb-470cb61e2fac.FPKM.txt.gz	7df76792d4c45df68af737a1954c7384	496089	validated
8a9e8c7a-27e4-4703-8e4b-e60c632e81eb	8a9e8c7a-27e4-4703-8e4b-e60c632e81eb/3793cde5-8027-46ad-9003-6a9a43076764.FPKM.txt.gz	e027e5e6a8065ddf0eff48bfe6eb73ed	501027	validated
8bd7b0b6-651c-4588-9d8f-0215075c0c87	8bd7b0b6-651c-4588-9d8f-0215075c0c87/b4569515-17c7-4029-9c84-52aa7e1a7d2a.FPKM.txt.gz	3b22dfbf6dd17a2d55006d79a3a5a334	482899	validated
8da456e6-9eb7-4aa4-a91a-f87b30c01b24	8da456e6-9eb7-4aa4-a91a-f87b30c01b24/23fb4808-3b58-41b9-9c15-0ef53cafb713.FPKM.txt.gz	badb130ae76b4eda0fc73edb11b7b388	497074	validated
8e558762-3f5e-4248-b300-b316f82f322e	8e558762-3f5e-4248-b300-b316f82f322e/3be1b9f1-f61a-426c-ae3c-a94517d0f9d7.FPKM.txt.gz	617684a36dd55ede8083e93e784360a8	560731	validated
8f07aa8d-9d65-406f-9521-f5cf30836833	8f07aa8d-9d65-406f-9521-f5cf30836833/bd2b70a7-7a80-4ede-833e-ed6365552684.FPKM.txt.gz	d39f7510b9c519ccdc651c70aee7a0f7	508405	validated
8fb19b6b-b43d-46fb-83f3-13f03bc58312	8fb19b6b-b43d-46fb-83f3-13f03bc58312/05261012-4f7a-4c5e-a1e8-ffb440ec80cf.FPKM.txt.gz	82109fb4740653f4f69609828e574fb2	478818	validated
903f01be-a2bd-449f-a6a6-967d9443e685	903f01be-a2bd-449f-a6a6-967d9443e685/9dc13355-5e6a-4d51-a58f-816699c1f466.FPKM.txt.gz	74f11f3fd5e622a36254f06d40563d53	497188	validated
932bb990-a516-4c17-a806-159701afe0a2	932bb990-a516-4c17-a806-159701afe0a2/e875ae4e-4645-4e84-b0ff-9c9a694717a9.FPKM.txt.gz	d83e60dc74cfb940dbdb89b0ed3ff388	471242	validated
94520678-6480-4fbd-8444-59711148cb48	94520678-6480-4fbd-8444-59711148cb48/e4b288d5-b877-42fb-a525-8ed6424338db.FPKM.txt.gz	4291cbe784df7c5a3fd0051911be8b03	516801	validated
96daf4d3-eeb8-4fc2-9f60-0f91bd2ea5b2	96daf4d3-eeb8-4fc2-9f60-0f91bd2ea5b2/8e881aba-eee8-456e-a677-25eadadcdcad.FPKM.txt.gz	5fcf586248cb1fa5eecbc7f7211b15d5	480311	validated
978db2b3-c13e-48b9-80f8-98261fd907a1	978db2b3-c13e-48b9-80f8-98261fd907a1/51cca578-4550-43e0-b37d-3275339748cd.FPKM.txt.gz	d055305684bb0f775652154d7ca3eb8d	472036	validated
97a49902-b284-4a22-8e33-d7e935c5d37a	97a49902-b284-4a22-8e33-d7e935c5d37a/31cf7af3-5576-4201-912d-5948fa2c0296.FPKM.txt.gz	c209cfc07db2219b8b7486401668dc5b	473912	validated
98a44e2c-ce6e-4271-a179-83f629082838	98a44e2c-ce6e-4271-a179-83f629082838/371cce1a-08bb-49a1-9e85-645d4174decd.FPKM.txt.gz	e7275f9304703a36116565e435a1a60d	493384	validated
99000a63-24f0-49ef-81a3-c7fe52397444	99000a63-24f0-49ef-81a3-c7fe52397444/29dab10a-a0a0-4dbd-b574-97c22b70a3f1.FPKM.txt.gz	84d76e27483395062295577b1f0795a7	565657	validated
999974c3-14d8-4eda-8ab8-77206ccfb62f	999974c3-14d8-4eda-8ab8-77206ccfb62f/bdad6b32-b7e2-4bcc-baa6-31b3c4ef2ea7.FPKM.txt.gz	fc274e4528ead7f211f8d58e9f1b134e	455967	validated
9a0b6c46-3cb1-4b71-a708-c7a013d03e8f	9a0b6c46-3cb1-4b71-a708-c7a013d03e8f/ddc5dfb2-e7e4-4159-930e-120c7d2a8640.FPKM.txt.gz	fd6a53ca220c0152ae0dd527af1fa5eb	521240	validated
9b329b94-39cf-4f7d-ab2e-e62cb3fbbc29	9b329b94-39cf-4f7d-ab2e-e62cb3fbbc29/52e5f11b-9a73-4535-9e4d-720fe8feca0a.FPKM.txt.gz	bcb251ea71032053ff315fc3bbd79ab8	518205	validated
9d05972d-8004-4f78-8b05-5857aa62ead6	9d05972d-8004-4f78-8b05-5857aa62ead6/3a210a05-77e2-461f-ae98-f53df573d8ce.FPKM.txt.gz	7f0ae273bfe4bed9b420a160cc34c173	513733	validated
9db9668c-1b9d-491b-86ea-5d0952f1b904	9db9668c-1b9d-491b-86ea-5d0952f1b904/ee4dcccc-514b-4cc6-ae63-6ed3e7519a40.FPKM.txt.gz	f65e5339ecb3159abfc7a116a5f536e1	524949	validated
9e2fe29a-36b0-4ec8-a0b8-7b445de27c08	9e2fe29a-36b0-4ec8-a0b8-7b445de27c08/d5c8759b-0dc1-4057-b9df-c9aa4a6b2a04.FPKM.txt.gz	170fa43e6f282caa3bd3744338e88e62	508991	validated
9f8a8477-2965-4e90-bd89-18fee25a14fa	9f8a8477-2965-4e90-bd89-18fee25a14fa/c41b924e-d405-4501-a981-1c04d70a841e.FPKM.txt.gz	750dfb61e5989aa58a285c0eb6c78a6a	500764	validated
9ffa7199-25aa-4a53-916f-8413437a1277	9ffa7199-25aa-4a53-916f-8413437a1277/773c7ef0-9536-455e-a3bb-3bc8d835af01.FPKM.txt.gz	64b782bf11a440237eb7bc8361342bd6	495340	validated
a30971ef-da3a-4603-a67d-1485680a3001	a30971ef-da3a-4603-a67d-1485680a3001/f4b179c1-9d27-439b-a1ef-3dfbbd684c15.FPKM.txt.gz	785e5da68a25626678ba657d367c33c3	488833	validated
a3bda962-bd93-4572-b3ee-21b67088b87c	a3bda962-bd93-4572-b3ee-21b67088b87c/b65c7ed9-f7ef-41ea-8d92-793a6630f424.FPKM.txt.gz	5199561fb32920ad64c1c1a0028bc099	478228	validated
a87f12a0-2875-4128-9d72-f8ba45afe43e	a87f12a0-2875-4128-9d72-f8ba45afe43e/bdc7d801-b93b-4464-89b6-0148d066c947.FPKM.txt.gz	d49582e36d4aa59490aca1f38304b3ed	539089	validated
a9e572a9-e86e-4b27-be86-d3f1db706f11	a9e572a9-e86e-4b27-be86-d3f1db706f11/a046b793-0eda-4c57-adfe-b8800ece1dab.FPKM.txt.gz	dddc8a47b9398bf972a1ec5394bd663b	517346	validated
aa0d8449-51c1-4bb7-8f47-398f15569446	aa0d8449-51c1-4bb7-8f47-398f15569446/dade0b16-ecc3-43b3-b328-3819a8fc18c6.FPKM.txt.gz	43b1d52bf27d8d17a179420b268c3922	526626	validated
aa4579d6-41e3-49d7-b6a7-cc03c4802470	aa4579d6-41e3-49d7-b6a7-cc03c4802470/09f2bb20-909e-4929-8a79-c64c7fb2af31.FPKM.txt.gz	d2626b38f5622d6999a58a2d8606c112	502534	validated
aed34ff3-28dd-4db2-8f18-a8f75d94b484	aed34ff3-28dd-4db2-8f18-a8f75d94b484/03109baa-936f-49ae-acb3-2d00ac03c7ab.FPKM.txt.gz	b3bf598ac16636a5b6f64c61d40a7a8a	472468	validated
b022230b-7af3-4886-b849-e2500513b9e3	b022230b-7af3-4886-b849-e2500513b9e3/00589871-e54f-492f-988f-502670edd606.FPKM.txt.gz	fcd72c6c5965ec01b6b775be735961a5	487673	validated
b3691b82-0a61-459a-86f2-92326a0893c7	b3691b82-0a61-459a-86f2-92326a0893c7/c71d0557-242c-46d7-8551-ca0eba56fdd9.FPKM.txt.gz	559b5ecf2c886cbce76492c89f38aaeb	505741	validated
b4082470-7ad4-45d9-bf35-256e3dcd5576	b4082470-7ad4-45d9-bf35-256e3dcd5576/d15c1117-5ccd-47da-bb0a-51e5a71535ff.FPKM.txt.gz	29767cad009ed5a6b92f0016e10bb550	497583	validated
b4562e71-34b1-44f3-b082-58d15950ac80	b4562e71-34b1-44f3-b082-58d15950ac80/9a62fe1f-36ec-4e8e-b3d9-bdfc62f71905.FPKM.txt.gz	fdb48e83380a489735a1c423c84c9f98	509917	validated
b4803332-4f6f-4fb8-87c9-1e3da4c76cce	b4803332-4f6f-4fb8-87c9-1e3da4c76cce/00106523-5b1d-44ad-a9f1-7d84db08722c.FPKM.txt.gz	07e0d2b39d0f66728fb19450373e260b	513982	validated
b5eaf6d2-8952-45ec-82f6-951bf4368c49	b5eaf6d2-8952-45ec-82f6-951bf4368c49/7f5a924a-ddf3-45ff-be1f-5b5909305f46.FPKM.txt.gz	5b07d60a57bab488cb4c3cad5117da5f	497012	validated
b73dbc63-c4ff-4976-866c-acd24c87e17a	b73dbc63-c4ff-4976-866c-acd24c87e17a/ef8d5ef0-1834-4a2d-a916-4862ce9dc136.FPKM.txt.gz	930835bd2d975ecc2863a301637b45c8	509053	validated
b840473e-e137-49eb-ae8b-0a677cc0fb84	b840473e-e137-49eb-ae8b-0a677cc0fb84/1d975006-4e14-4f2c-be5f-e09f58790d62.FPKM.txt.gz	a8196e611ef574d10a677dad348bbc43	497837	validated
b8bafef2-8607-4910-a921-83adab11afd1	b8bafef2-8607-4910-a921-83adab11afd1/171f6436-748a-4072-9ef6-e90d8cd9b465.FPKM.txt.gz	f78383b49e12c548e9498d48676aeaa9	506979	validated
b8d97cc1-3a03-46bf-910d-f694124547cc	b8d97cc1-3a03-46bf-910d-f694124547cc/15ba704d-dbce-4532-8d07-f6f93ed4c12a.FPKM.txt.gz	08b4c7dd96a6c4f70d85a5d26375913b	437543	validated
b91abef6-30a2-49d7-bfd4-6966644d857b	b91abef6-30a2-49d7-bfd4-6966644d857b/c2b0ac40-50ff-47e1-8089-c920a932ed9b.FPKM.txt.gz	729f2ee4c7dc46dfc01cb2d7b52ac19f	451461	validated
ba224fd2-c462-482f-a354-282b3e87feec	ba224fd2-c462-482f-a354-282b3e87feec/d0ff575f-1259-4a78-b74c-16e48a7d4e38.FPKM.txt.gz	63f161d1d714d819b8ee99f594751d54	501036	validated
ba30b514-6283-48eb-ba76-53076c01a4bb	ba30b514-6283-48eb-ba76-53076c01a4bb/d469975e-a3a1-487a-a549-142720e1973a.FPKM.txt.gz	f6c093402d3fd3a3ef0726263e39ec4b	481401	validated
ba5d9bc0-5d92-417a-a171-5c2235579397	ba5d9bc0-5d92-417a-a171-5c2235579397/ace439dd-127d-4f64-8028-506fd5ea03de.FPKM.txt.gz	c22ce66b1b6ce8d724311586a1b551c7	514392	validated
ba97be52-eb36-4008-8313-68d5d1e37f9b	ba97be52-eb36-4008-8313-68d5d1e37f9b/99b406a3-0ef1-4486-99a5-22a751aa5e1d.FPKM.txt.gz	8c96ce70ced1c15c0fd4ebeffcdd57fc	511192	validated
bdb34368-1a79-4b6a-b528-f7871888ccc7	bdb34368-1a79-4b6a-b528-f7871888ccc7/82e00e45-734c-471f-ba97-79ec3b7e0baa.FPKM.txt.gz	d4628914c8008feb424aa0462d6296e2	508590	validated
